timestamp,trip_id,lorry_id,driver_id,fuel,class,corridor,segment_id,from_lat,from_lng,to_lat,to_lng,distance_km,avg_speed_kmh,congestion_index,load_ratio,idle_seconds,hour,day_of_week,co_g,co2_g,nox_g,ch4_g,fuel_l
2026-04-27T15:08:31.458970,2124,LRQ-0026,DRV-586,diesel,Rigid 2-axle (Euro 5),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,75.5,0.214,0.88,296.2,15,0,324.718,95516.42,1176.135,5.41196,41.9299
2026-04-27T14:16:00,2125,LRQ-0027,DRV-670,electric,Electric rigid (BEV),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,78.1,0.172,0.64,177.4,14,0,0.0,0.0,0.0,0.0,0.0
2026-04-27T16:33:30.704861,2125,LRQ-0027,DRV-670,electric,Electric rigid (BEV),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,69.8,0.321,0.64,231.8,16,0,0.0,0.0,0.0,0.0,0.0
2026-04-27T17:19:00,2126,LRQ-0028,DRV-365,diesel,Prime mover + trailer (Euro 3),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,36.8,0.9,0.45,472.2,17,0,344.551,100221.79,1234.0743,5.74252,29.917
2026-04-27T17:53:38.826408,2126,LRQ-0028,DRV-365,diesel,Prime mover + trailer (Euro 3),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,36.9,0.873,0.45,423.0,17,0,222.863,64233.67,790.9369,3.71438,19.1742
2026-04-27T18:17:47.217159,2126,LRQ-0028,DRV-365,diesel,Prime mover + trailer (Euro 3),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,37.0,0.98,0.45,413.3,18,0,202.824,58315.43,718.0631,3.3804,17.4076
2026-04-27T06:57:00,2127,LRQ-0029,DRV-492,electric,Electric rigid (BEV),East Coast (KL-Kuantan),East Coast (KL-Kuantan) :: Kuala Lumpur->Kuantan Port,3.139,101.6869,3.9639,103.4292,214.01,49.8,0.229,0.95,213.0,6,0,0.0,0.0,0.0,0.0,0.0
2026-04-27T20:00:00,2128,LRQ-0029,DRV-492,electric,Electric rigid (BEV),East Coast (KL-Kuantan),East Coast (KL-Kuantan) :: Kuala Lumpur->Kuantan Port,3.139,101.6869,3.9639,103.4292,214.01,47.5,0.291,0.34,210.6,20,0,0.0,0.0,0.0,0.0,0.0
2026-04-27T19:22:00,2129,LRQ-0029,DRV-492,electric,Electric rigid (BEV),East Coast (KL-Kuantan),East Coast (KL-Kuantan) :: Kuala Lumpur->Kuantan Port,3.139,101.6869,3.9639,103.4292,214.01,43.3,0.428,0.53,295.6,19,0,0.0,0.0,0.0,0.0,0.0
2026-04-27T16:11:00,2130,LRQ-0030,DRV-460,diesel,Rigid 3-axle (Euro 4),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,39.8,0.584,0.92,308.8,16,0,183.103,53061.16,653.365,3.05172,19.7989
2026-04-27T16:40:55.527023,2130,LRQ-0030,DRV-460,diesel,Rigid 3-axle (Euro 4),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,39.2,0.615,0.92,306.8,16,0,123.209,35235.84,433.8742,2.05349,13.1477
2026-04-27T17:02:05.467854,2130,LRQ-0030,DRV-460,diesel,Rigid 3-axle (Euro 4),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,36.8,0.888,0.92,347.6,17,0,129.924,37041.89,456.1128,2.1654,13.8216
2026-04-27T05:31:00,2131,LRQ-0031,DRV-737,diesel,Prime mover + trailer (Euro 3),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,78.3,0.169,0.37,0.0,5,0,1086.062,323405.22,3982.2285,18.10104,96.5389
2026-04-27T07:45:18.555746,2131,LRQ-0031,DRV-737,diesel,Prime mover + trailer (Euro 3),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,65.2,0.422,0.37,210.6,7,0,826.022,244942.48,3016.0828,13.76704,73.1172
2026-04-27T07:57:00,2132,LRQ-0031,DRV-737,diesel,Prime mover + trailer (Euro 3),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,62.9,0.481,0.67,303.0,7,0,432.103,127019.57,1564.047,7.20172,37.9163
2026-04-27T08:52:56.134540,2132,LRQ-0031,DRV-737,diesel,Prime mover + trailer (Euro 3),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,60.4,0.56,0.67,357.3,8,0,2042.408,606236.35,7464.8506,34.04013,180.9661
2026-04-27T08:00:00,2133,LRQ-0032,DRV-358,diesel,Rigid 2-axle (Euro 5),KLIA Air-Freight Link,KLIA Air-Freight Link :: Kuala Lumpur->KLIA / Sepang,3.139,101.6869,2.7456,101.7072,43.8,38.2,0.691,0.94,365.3,8,0,352.674,103538.2,1274.9107,5.8779,45.4514
2026-04-27T12:23:00,2134,LRQ-0033,DRV-323,diesel,Rigid 2-axle (Euro 5),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,79.5,0.15,0.63,0.0,12,0,425.894,126821.71,1561.6106,7.09823,55.6724
2026-04-27T14:35:12.752435,2134,LRQ-0033,DRV-323,diesel,Rigid 2-axle (Euro 5),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,79.9,0.143,0.63,292.5,14,0,297.658,87566.91,1078.2493,4.96097,38.4403
2026-04-27T18:34:00,2135,LRQ-0034,DRV-813,diesel,Prime mover + trailer (Euro 5),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,61.3,0.529,0.92,430.0,18,0,1025.425,303515.47,3737.3173,17.09042,125.8356
2026-04-27T21:32:36.839533,2135,LRQ-0034,DRV-813,diesel,Prime mover + trailer (Euro 5),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,76.7,0.195,0.92,204.6,21,0,593.19,175766.41,2164.2879,9.8865,72.8716
2026-04-27T08:42:00,2136,LRQ-0034,DRV-813,diesel,Prime mover + trailer (Euro 5),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,62.7,0.489,0.99,489.0,8,0,1021.851,302153.42,3720.5459,17.03085,125.2709
2026-04-27T11:37:52.534024,2136,LRQ-0034,DRV-813,diesel,Prime mover + trailer (Euro 5),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,78.5,0.165,0.99,28.1,11,0,601.556,179007.33,2204.1947,10.02593,74.2153
2026-04-27T09:27:00,2137,LRQ-0035,DRV-545,biodiesel-b20,Rigid 3-axle (B20 biodiesel),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,63.5,0.465,0.55,480.1,9,0,182.813,52832.37,650.5478,3.04688,24.642
2026-04-27T10:25:25.695980,2137,LRQ-0035,DRV-545,biodiesel-b20,Rigid 3-axle (B20 biodiesel),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,71.8,0.281,0.55,116.2,10,0,717.615,213301.24,2626.4705,11.96024,99.4875
2026-04-27T16:45:00,2138,LRQ-0035,DRV-545,biodiesel-b20,Rigid 3-axle (B20 biodiesel),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,39.8,0.584,0.92,376.1,16,0,150.321,43336.93,533.6264,2.50534,20.2131
2026-04-27T17:16:02.787061,2138,LRQ-0035,DRV-545,biodiesel-b20,Rigid 3-axle (B20 biodiesel),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,36.9,0.873,0.92,329.0,17,0,114.639,32890.43,404.9941,1.91065,15.3407
2026-04-27T17:38:37.137627,2138,LRQ-0035,DRV-545,biodiesel-b20,Rigid 3-axle (B20 biodiesel),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,36.8,0.888,0.92,409.8,17,0,106.903,30280.53,372.8573,1.78172,14.1234
2026-04-27T11:08:00,2139,LRQ-0036,DRV-606,diesel,Prime mover + trailer (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,45.8,0.344,0.5,288.8,11,0,142.725,41433.71,510.1912,2.37875,17.1782
2026-04-27T11:34:21.393416,2139,LRQ-0036,DRV-606,diesel,Prime mover + trailer (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,46.0,0.338,0.5,232.3,11,0,91.252,26314.8,324.0255,1.52087,10.91
2026-04-27T11:51:55.643217,2139,LRQ-0036,DRV-606,diesel,Prime mover + trailer (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,46.1,0.335,0.5,315.9,11,0,84.966,24134.18,297.1747,1.41609,10.0059
2026-04-27T15:10:00,2140,LRQ-0037,DRV-761,biodiesel-b20,Rigid 3-axle (B20 biodiesel),KLIA Air-Freight Link,KLIA Air-Freight Link :: Kuala Lumpur->KLIA / Sepang,3.139,101.6869,2.7456,101.7072,43.8,47.5,0.291,0.93,230.0,15,0,265.62,78221.26,963.1722,4.427,36.4838
2026-04-27T20:17:00,2141,LRQ-0037,DRV-761,biodiesel-b20,Rigid 3-axle (B20 biodiesel),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,68.4,0.349,0.97,203.4,20,0,190.837,56044.06,690.0947,3.18062,26.14
2026-04-27T21:07:12.613905,2141,LRQ-0037,DRV-761,biodiesel-b20,Rigid 3-axle (B20 biodiesel),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,75.5,0.215,0.97,110.5,21,0,811.331,241171.07,2969.6437,13.52219,112.4865
2026-04-27T20:51:00,2142,LRQ-0038,DRV-377,electric,Electric rigid (BEV),KLIA Air-Freight Link,KLIA Air-Freight Link :: Kuala Lumpur->KLIA / Sepang,3.139,101.6869,2.7456,101.7072,43.8,42.7,0.45,0.69,378.1,20,0,0.0,0.0,0.0,0.0,0.0
2026-04-27T15:49:00,2143,LRQ-0039,DRV-403,diesel,Rigid 3-axle (Euro 4),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,74.8,0.227,0.83,110.3,15,0,211.802,62562.49,770.359,3.53003,23.3442
2026-04-27T16:33:39.653381,2143,LRQ-0039,DRV-403,diesel,Rigid 3-axle (Euro 4),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,68.6,0.345,0.83,340.4,16,0,1004.063,297421.29,3662.2771,16.73439,110.9781
2026-04-27T17:06:00,2144,LRQ-0039,DRV-403,diesel,Rigid 3-axle (Euro 4),KLIA Air-Freight Link,KLIA Air-Freight Link :: Kuala Lumpur->KLIA / Sepang,3.139,101.6869,2.7456,101.7072,43.8,39.0,0.629,0.39,466.3,17,0,415.681,121944.35,1501.5536,6.92801,45.5016
2026-04-27T09:32:00,2145,LRQ-0039,DRV-403,diesel,Rigid 3-axle (Euro 4),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,37.1,0.804,0.41,291.8,9,0,177.332,51647.62,635.9595,2.95554,19.2715
2026-04-27T10:03:25.016929,2145,LRQ-0039,DRV-403,diesel,Rigid 3-axle (Euro 4),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,41.3,0.508,0.41,427.3,10,0,95.196,26651.57,328.1723,1.5866,9.9446
2026-04-27T10:25:46.611337,2145,LRQ-0039,DRV-403,diesel,Rigid 3-axle (Euro 4),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,41.8,0.489,0.41,502.4,10,0,87.357,24019.57,295.7633,1.45595,8.9625
2026-04-27T06:21:00,2146,LRQ-0040,DRV-590,biodiesel-b20,Rigid 3-axle (B20 biodiesel),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,70.4,0.309,0.77,255.8,6,0,176.375,51597.57,635.3432,2.93958,24.066
2026-04-27T07:10:45.738012,2146,LRQ-0040,DRV-590,biodiesel-b20,Rigid 3-axle (B20 biodiesel),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,63.1,0.476,0.77,369.5,7,0,870.658,257929.21,3175.994,14.51096,120.3028
2026-04-28T05:18:00,2147,LRQ-0001,DRV-532,electric,Electric rigid (BEV),East Coast (KL-Kuantan),East Coast (KL-Kuantan) :: Kuala Lumpur->Kuantan Port,3.139,101.6869,3.9639,103.4292,214.01,52.5,0.161,0.6,245.3,5,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T20:27:00,2148,LRQ-0001,DRV-532,electric,Electric rigid (BEV),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,70.1,0.315,0.36,207.0,20,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T23:00:25.048826,2148,LRQ-0001,DRV-532,electric,Electric rigid (BEV),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,78.4,0.167,0.36,156.4,23,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T09:11:00,2149,LRQ-0002,DRV-448,electric,Electric rigid (BEV),East Coast (KL-Kuantan),East Coast (KL-Kuantan) :: Kuala Lumpur->Kuantan Port,3.139,101.6869,3.9639,103.4292,214.01,45.5,0.353,0.81,128.9,9,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T08:44:00,2150,LRQ-0003,DRV-982,biodiesel-b20,Rigid 3-axle (B20 biodiesel),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,62.7,0.489,0.9,333.8,8,1,661.499,195722.83,2410.02,11.02498,91.2886
2026-04-28T11:37:17.322813,2150,LRQ-0003,DRV-982,biodiesel-b20,Rigid 3-axle (B20 biodiesel),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,78.5,0.165,0.9,189.2,11,1,393.107,116346.15,1432.6206,6.55178,54.2659
2026-04-28T11:50:00,2151,LRQ-0004,DRV-786,diesel,Rigid 2-axle (Euro 5),KLIA Air-Freight Link,KLIA Air-Freight Link :: Kuala Lumpur->KLIA / Sepang,3.139,101.6869,2.7456,101.7072,43.8,49.8,0.229,0.63,234.3,11,1,181.208,53103.26,653.8834,3.02013,23.3114
2026-04-28T10:54:00,2152,LRQ-0005,DRV-510,electric,Electric rigid (BEV),East Coast (KL-Kuantan),East Coast (KL-Kuantan) :: Kuala Lumpur->Kuantan Port,3.139,101.6869,3.9639,103.4292,214.01,49.3,0.241,0.43,299.1,10,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T12:25:00,2153,LRQ-0006,DRV-324,diesel,Prime mover + trailer (Euro 5),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,78.3,0.168,0.38,52.8,12,1,217.401,64550.84,794.8425,3.62336,26.7624
2026-04-28T13:06:45.937461,2153,LRQ-0006,DRV-324,diesel,Prime mover + trailer (Euro 5),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,78.2,0.17,0.38,80.7,13,1,986.9,293592.08,3615.1264,16.44834,121.7214
2026-04-28T13:59:00,2154,LRQ-0006,DRV-324,diesel,Prime mover + trailer (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,48.7,0.258,0.99,394.2,13,1,151.43,43374.21,534.0854,2.52383,17.9827
2026-04-28T14:25:48.370031,2154,LRQ-0006,DRV-324,diesel,Prime mover + trailer (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,47.4,0.294,0.99,206.9,14,1,100.794,29112.55,358.4754,1.6799,12.0699
2026-04-28T14:42:32.178375,2154,LRQ-0006,DRV-324,diesel,Prime mover + trailer (Euro 5),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,47.2,0.302,0.99,246.7,14,1,94.272,26997.14,332.4275,1.5712,11.1928
2026-04-28T18:12:00,2155,LRQ-0006,DRV-324,diesel,Prime mover + trailer (Euro 5),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,58.9,0.612,0.31,360.2,18,1,269.555,79029.95,973.13,4.49258,32.7653
2026-04-28T19:12:21.291282,2155,LRQ-0006,DRV-324,diesel,Prime mover + trailer (Euro 5),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,61.3,0.53,0.31,268.2,19,1,1141.553,339007.77,4174.3494,19.02589,140.5505
2026-04-28T17:19:00,2156,LRQ-0007,DRV-798,biodiesel-b20,Rigid 3-axle (B20 biodiesel),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,36.8,0.9,0.59,507.4,17,1,160.786,46157.57,568.3581,2.67977,21.5287
2026-04-28T17:54:14.058983,2156,LRQ-0007,DRV-798,biodiesel-b20,Rigid 3-axle (B20 biodiesel),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,36.9,0.873,0.59,375.5,17,1,103.424,29523.96,363.5413,1.72374,13.7705
2026-04-28T18:17:34.966326,2156,LRQ-0007,DRV-798,biodiesel-b20,Rigid 3-axle (B20 biodiesel),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,37.0,0.98,0.59,344.2,18,1,93.829,26772.58,329.6624,1.56381,12.4872
2026-04-28T12:30:00,2157,LRQ-0008,DRV-482,electric,Electric rigid (BEV),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,78.3,0.168,0.54,88.1,12,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T13:12:21.232332,2157,LRQ-0008,DRV-482,electric,Electric rigid (BEV),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,78.2,0.17,0.54,0.0,13,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T18:19:00,2158,LRQ-0008,DRV-482,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,37.0,0.99,0.75,370.2,18,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T18:51:48.900825,2158,LRQ-0008,DRV-482,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,37.0,0.98,0.75,353.0,18,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T19:14:44.512089,2158,LRQ-0008,DRV-482,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,36.8,0.88,0.75,446.9,19,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T13:22:00,2159,LRQ-0008,DRV-482,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,48.7,0.258,0.55,129.6,13,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T13:44:23.778044,2159,LRQ-0008,DRV-482,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,48.3,0.268,0.55,296.6,13,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T14:02:22.229982,2159,LRQ-0008,DRV-482,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,47.2,0.302,0.55,366.6,14,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T12:03:00,2160,LRQ-0009,DRV-775,diesel,Rigid 3-axle (Euro 4),KLIA Air-Freight Link,KLIA Air-Freight Link :: Kuala Lumpur->KLIA / Sepang,3.139,101.6869,2.7456,101.7072,43.8,51.0,0.199,0.52,242.7,12,1,248.496,72993.37,898.799,4.1416,27.2363
2026-04-28T06:42:00,2161,LRQ-0009,DRV-775,diesel,Rigid 3-axle (Euro 4),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,70.4,0.309,0.3,209.2,6,1,181.743,53323.5,656.5953,3.02905,19.8968
2026-04-28T07:30:59.174219,2161,LRQ-0009,DRV-775,diesel,Rigid 3-axle (Euro 4),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,63.1,0.476,0.3,328.9,7,1,900.604,266929.23,3286.8152,15.01007,99.6005
2026-04-28T11:17:00,2162,LRQ-0009,DRV-775,diesel,Rigid 3-axle (Euro 4),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,77.6,0.18,0.5,0.0,11,1,608.442,181180.55,2230.9545,10.1407,67.6047
2026-04-28T13:32:25.114831,2162,LRQ-0009,DRV-775,diesel,Rigid 3-axle (Euro 4),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,79.2,0.154,0.5,112.5,13,1,419.467,124446.15,1532.3593,6.99111,46.4351
2026-04-28T18:31:00,2163,LRQ-0010,DRV-330,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,37.0,0.99,0.43,358.8,18,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T19:03:37.474199,2163,LRQ-0010,DRV-330,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,36.8,0.892,0.43,451.4,19,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T19:28:15.062157,2163,LRQ-0010,DRV-330,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,36.8,0.88,0.43,567.9,19,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T15:06:00,2164,LRQ-0010,DRV-330,electric,Electric rigid (BEV),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Kuala Lumpur->Ipoh,3.139,101.6869,4.5975,101.0901,175.17,76.6,0.197,0.51,211.4,15,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T17:26:46.355992,2164,LRQ-0010,DRV-330,electric,Electric rigid (BEV),North-South Expressway (KL-Penang),North-South Expressway (KL-Penang) :: Ipoh->Penang (Butterworth),4.5975,101.0901,5.3991,100.3639,120.07,63.2,0.474,0.51,138.7,17,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T09:47:00,2165,LRQ-0010,DRV-330,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Port Klang->Shah Alam,3.0,101.39,3.0733,101.5185,16.43,37.1,0.804,0.53,379.4,9,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T10:19:52.575501,2165,LRQ-0010,DRV-330,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Shah Alam->Petaling Jaya,3.0733,101.5185,3.1073,101.6067,10.5,41.3,0.508,0.53,340.0,10,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T10:40:46.779973,2165,LRQ-0010,DRV-330,electric,Electric rigid (BEV),Port Klang - KL Distribution,Port Klang - KL Distribution :: Petaling Jaya->Kuala Lumpur,3.1073,101.6067,3.139,101.6869,9.58,41.8,0.489,0.53,329.2,10,1,0.0,0.0,0.0,0.0,0.0
2026-04-28T16:17:00,2166,LRQ-0011,DRV-690,diesel,Rigid 2-axle (Euro 5),East Coast (KL-Kuantan),East Coast (KL-Kuantan) :: Kuala Lumpur->Kuantan Port,3.139,101.6869,3.9639,103.4292,214.01,47.8,0.283,0.47,141.1,16,1,885.574,263217.44,3241.1103,14.75957,115.5476
2026-04-28T17:06:00,2167,LRQ-0011,DRV-690,diesel,Rigid 2-axle (Euro 5),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Kuala Lumpur->Seremban,3.139,101.6869,2.7297,101.9381,53.38,60.6,0.551,0.36,366.2,17,1,147.459,42698.47,525.7648,2.45765,18.7438
2026-04-28T18:04:56.192161,2167,LRQ-0011,DRV-690,diesel,Rigid 2-axle (Euro 5),North-South Expressway (KL-JB),North-South Expressway (KL-JB) :: Seremban->Johor Bahru,2.7297,101.9381,1.4927,103.7414,243.04,59.3,0.597,0.36,260.8,18,1,666.267,197536.41,2432.3514,11.10445,86.7148
