trip_id,lorry_id,driver_id,class,fuel,corridor,depart,arrive,year,month,day,hour,distance_km,travel_minutes,avg_speed_kmh,idle_seconds,load_ratio,co_g,co2_g,nox_g,ch4_g,fuel_l,co2_baseline_g,fuel_baseline_l,idle_baseline_seconds,co2_saved_g,fuel_saved_l
3297,LRQ-0017,DRV-261,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-JB),2026-05-12T08:04:00,2026-05-12T12:56:05.267770,2026,5,12,8,296.43,292.1,60.9,689.2,0.79,880.31,259477.1,3195.05,14.672,113.91,333012.8,146.19,959.0,73535.8,32.28
3298,LRQ-0017,DRV-261,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-JB),2026-05-12T10:48:00,2026-05-12T14:50:00.141027,2026,5,12,10,296.43,242.0,73.5,223.7,0.89,798.58,236907.1,2917.14,13.31,104.0,240876.7,105.74,265.8,3969.5,1.74
3299,LRQ-0017,DRV-261,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-JB),2026-05-12T10:53:00,2026-05-12T14:58:28.166757,2026,5,12,10,296.43,245.5,72.5,431.7,0.58,722.94,213724.4,2631.68,12.049,93.82,217370.1,95.42,509.7,3645.7,1.6
3300,LRQ-0018,DRV-308,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-Penang),2026-05-12T18:18:00,2026-05-12T22:49:52.748025,2026,5,12,18,295.24,271.9,65.2,387.9,0.65,1209.51,358485.6,4414.19,20.159,133.76,453475.9,169.21,487.5,94990.2,35.44
3301,LRQ-0018,DRV-308,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-JB),2026-05-12T18:22:00,2026-05-12T23:27:01.068814,2026,5,12,18,296.43,305.0,58.3,758.5,0.48,1239.14,365898.9,4505.47,20.652,136.53,544771.4,203.27,1111.9,178872.6,66.74
3302,LRQ-0018,DRV-308,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-JB),2026-05-12T05:43:00,2026-05-12T10:03:25.834799,2026,5,12,5,296.43,260.4,68.3,589.9,0.76,1176.57,347703.8,4281.43,19.609,129.74,363190.7,135.52,682.5,15487.0,5.78
3303,LRQ-0019,DRV-109,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-Penang),2026-05-12T10:04:00,2026-05-12T14:03:20.323173,2026,5,12,10,295.24,239.3,74.0,249.4,0.35,656.87,194778.8,2398.4,10.948,85.5,197249.8,86.59,284.7,2471.0,1.08
3304,LRQ-0019,DRV-109,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-05-12T16:03:00,2026-05-12T17:08:58.171858,2026,5,12,16,43.8,66.0,39.8,292.7,0.93,270.27,79298.6,976.44,4.505,34.81,106522.5,46.76,385.9,27223.9,11.95
3305,LRQ-0020,DRV-782,Prime mover + trailer (Euro 3),diesel,KLIA Air-Freight Link,2026-05-12T07:57:00,2026-05-12T09:08:41.129546,2026,5,12,7,43.8,71.7,36.7,331.2,0.77,848.12,250682.5,3086.76,14.135,74.83,457894.3,136.68,489.2,207211.7,61.85
3306,LRQ-0020,DRV-782,Prime mover + trailer (Euro 3),diesel,KLIA Air-Freight Link,2026-05-12T05:43:00,2026-05-12T06:37:02.168681,2026,5,12,5,43.8,54.0,48.6,42.8,0.98,569.48,169319.4,2084.9,9.491,50.54,181171.9,54.08,49.3,11852.5,3.54
3307,LRQ-0020,DRV-782,Prime mover + trailer (Euro 3),diesel,Port Klang - KL Distribution,2026-05-12T15:58:00,2026-05-12T17:08:11.176033,2026,5,12,15,36.51,70.2,31.2,1042.9,0.71,655.96,189566.6,2334.22,10.933,56.59,314486.1,93.88,1513.8,124919.5,37.29
3308,LRQ-0021,DRV-491,Rigid 3-axle (Euro 4),diesel,East Coast (KL-Kuantan),2026-05-12T07:46:00,2026-05-12T12:39:17.996971,2026,5,12,7,214.01,293.3,43.8,475.4,0.7,1637.77,485597.8,5979.38,27.296,181.19,588387.2,219.55,596.5,102789.4,38.35
3309,LRQ-0021,DRV-491,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-Penang),2026-05-12T19:51:00,2026-05-13T00:14:32.865262,2026,5,12,19,295.24,263.5,67.2,469.6,0.55,1134.86,335974.1,4136.99,18.914,125.36,384762.0,143.57,618.0,48787.9,18.2
3310,LRQ-0022,DRV-439,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-05-12T20:31:00,2026-05-13T00:37:36.183095,2026,5,12,20,295.24,246.6,71.8,284.5,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.1,0.0,0.0
3311,LRQ-0022,DRV-439,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-05-12T11:10:00,2026-05-12T15:03:51.126154,2026,5,12,11,295.24,233.9,75.7,447.7,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0
3312,LRQ-0023,DRV-825,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-05-12T18:29:00,2026-05-12T22:59:52.695821,2026,5,12,18,295.24,270.9,65.4,327.9,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.5,0.0,0.0
3313,LRQ-0024,DRV-230,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-05-12T19:29:00,2026-05-12T20:43:45.090727,2026,5,12,19,43.8,74.8,35.2,431.4,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.9,0.0,0.0
3314,LRQ-0024,DRV-230,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-05-12T09:48:00,2026-05-12T11:00:47.401952,2026,5,12,9,43.8,72.8,36.1,411.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.4,0.0,0.0
3315,LRQ-0025,DRV-791,Prime mover + trailer (Euro 5),diesel,KLIA Air-Freight Link,2026-05-12T05:50:00,2026-05-12T06:46:07.657702,2026,5,12,5,43.8,56.1,46.8,168.2,0.91,365.74,108194.3,1332.24,6.096,44.86,115793.6,48.01,194.1,7599.3,3.15
3316,LRQ-0025,DRV-791,Prime mover + trailer (Euro 5),diesel,North-South Expressway (KL-Penang),2026-05-12T17:40:00,2026-05-12T22:14:44.817240,2026,5,12,17,295.24,274.7,64.5,388.7,0.99,1623.51,481750.6,5932.0,27.058,199.73,559005.5,231.76,515.2,77254.9,32.03
3317,LRQ-0026,DRV-586,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-05-12T16:50:00,2026-05-12T17:56:14.559458,2026,5,12,16,43.8,66.2,39.7,309.1,0.31,217.39,63731.2,784.75,3.623,27.98,85609.9,37.58,407.5,21878.7,9.6
3318,LRQ-0027,DRV-670,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-05-12T09:11:00,2026-05-12T13:33:09.171871,2026,5,12,9,296.43,262.2,67.8,518.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.4,0.0,0.0
3319,LRQ-0027,DRV-670,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-05-12T08:30:00,2026-05-12T13:17:35.125728,2026,5,12,8,296.43,287.6,61.8,419.1,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.6,0.0,0.0
3320,LRQ-0027,DRV-670,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-05-12T13:01:00,2026-05-12T16:54:03.343426,2026,5,12,13,296.43,233.1,76.3,364.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.1,0.0,0.0
3321,LRQ-0028,DRV-365,Prime mover + trailer (Euro 3),diesel,KLIA Air-Freight Link,2026-05-12T10:54:00,2026-05-12T11:57:10.509621,2026,5,12,10,43.8,63.2,41.6,287.5,0.51,590.93,174485.1,2148.51,9.849,52.09,211266.6,63.06,360.6,36781.5,10.98
3322,LRQ-0028,DRV-365,Prime mover + trailer (Euro 3),diesel,East Coast (KL-Kuantan),2026-05-12T13:31:00,2026-05-12T17:26:41.947435,2026,5,12,13,214.01,235.7,54.5,155.2,0.46,1905.96,566767.8,6978.86,31.766,169.18,571800.7,170.69,164.4,5033.0,1.5
3323,LRQ-0029,DRV-492,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-05-12T18:54:00,2026-05-12T20:12:02.159581,2026,5,12,18,43.8,78.0,33.7,501.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,838.2,0.0,0.0
3324,LRQ-0029,DRV-492,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-05-12T20:03:00,2026-05-13T00:34:29.923691,2026,5,12,20,296.43,271.5,65.5,456.3,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.8,0.0,0.0
3325,LRQ-0029,DRV-492,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-05-12T08:20:00,2026-05-12T12:49:38.544718,2026,5,12,8,295.24,269.6,65.7,611.7,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,762.9,0.0,0.0
3326,LRQ-0030,DRV-460,Rigid 3-axle (Euro 4),diesel,KLIA Air-Freight Link,2026-05-12T14:33:00,2026-05-12T15:27:41.496821,2026,5,12,14,43.8,54.7,48.1,151.7,0.4,240.96,71153.6,876.14,4.016,26.55,74806.5,27.91,171.9,3652.9,1.36
3327,LRQ-0030,DRV-460,Rigid 3-axle (Euro 4),diesel,KLIA Air-Freight Link,2026-05-12T11:00:00,2026-05-12T11:54:07.193169,2026,5,12,11,43.8,54.1,48.6,80.1,0.59,262.69,77883.9,959.02,4.378,29.06,82622.6,30.83,91.6,4738.7,1.77
3328,LRQ-0030,DRV-460,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-Penang),2026-05-12T10:19:00,2026-05-12T14:14:51.884705,2026,5,12,10,295.24,235.9,75.1,41.0,0.54,1050.18,312550.7,3848.57,17.503,116.62,316435.9,118.07,47.8,3885.2,1.45
3329,LRQ-0031,DRV-737,Prime mover + trailer (Euro 3),diesel,East Coast (KL-Kuantan),2026-05-12T18:38:00,2026-05-12T23:49:18.010221,2026,5,12,18,214.01,311.3,41.2,392.0,0.73,3561.34,1058307.3,13031.4,59.356,315.91,1512091.3,451.37,530.1,453784.0,135.46
3330,LRQ-0031,DRV-737,Prime mover + trailer (Euro 3),diesel,North-South Expressway (KL-JB),2026-05-12T14:23:00,2026-05-12T18:24:18.837504,2026,5,12,14,296.43,241.3,73.7,227.9,0.54,1978.41,587941.2,7239.57,32.974,175.5,594613.0,177.5,257.3,6671.8,1.99
3331,LRQ-0031,DRV-737,Prime mover + trailer (Euro 3),diesel,North-South Expressway (KL-JB),2026-05-12T16:30:00,2026-05-12T21:22:55.540953,2026,5,12,16,296.43,292.9,60.7,529.3,0.7,2414.22,715987.6,8816.26,40.237,213.73,963986.3,287.76,712.8,247998.7,74.03
3332,LRQ-0032,DRV-358,Rigid 2-axle (Euro 5),diesel,Port Klang - KL Distribution,2026-05-12T19:15:00,2026-05-12T20:34:19.455438,2026,5,12,19,36.51,79.3,27.6,1255.8,0.56,286.36,80793.4,994.84,4.773,35.47,322892.7,141.74,2230.9,242099.2,106.28
3333,LRQ-0033,DRV-323,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-Penang),2026-05-12T12:57:00,2026-05-12T16:49:28.481991,2026,5,12,12,295.24,232.5,76.2,293.0,0.94,803.11,237962.2,2930.13,13.385,104.46,238670.9,104.77,319.2,708.8,0.31
3334,LRQ-0034,DRV-813,Prime mover + trailer (Euro 5),diesel,KLIA Air-Freight Link,2026-05-12T13:36:00,2026-05-12T14:30:56.527883,2026,5,12,13,43.8,54.9,47.8,196.2,0.69,320.96,94798.3,1167.29,5.349,39.3,99009.5,41.05,220.7,4211.2,1.75
3335,LRQ-0034,DRV-813,Prime mover + trailer (Euro 5),diesel,North-South Expressway (KL-Penang),2026-05-12T11:20:00,2026-05-12T15:09:05.034523,2026,5,12,11,295.24,229.1,77.3,161.6,0.93,1454.04,432288.8,5322.96,24.234,179.22,432759.4,179.42,177.7,470.6,0.2
3336,LRQ-0035,DRV-545,Rigid 3-axle (B20 biodiesel),biodiesel-b20,East Coast (KL-Kuantan),2026-05-12T12:39:00,2026-05-12T16:44:00.218016,2026,5,12,12,214.01,245.0,52.4,157.9,0.8,997.55,296473.5,3650.61,16.626,138.28,302893.3,141.27,172.1,6419.7,2.99
3337,LRQ-0035,DRV-545,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-JB),2026-05-12T12:30:00,2026-05-12T16:21:57.406185,2026,5,12,12,296.43,232.0,76.7,277.8,0.64,886.29,262958.4,3237.92,14.771,122.65,263236.6,122.78,306.2,278.3,0.13
3338,LRQ-0035,DRV-545,Rigid 3-axle (B20 biodiesel),biodiesel-b20,Port Klang - KL Distribution,2026-05-12T15:06:00,2026-05-12T16:09:49.621502,2026,5,12,15,36.51,63.8,34.3,862.4,0.66,246.14,70297.7,865.61,4.102,32.79,88029.0,41.06,1100.9,17731.3,8.27
3339,LRQ-0036,DRV-606,Prime mover + trailer (Euro 5),diesel,North-South Expressway (KL-JB),2026-05-12T15:31:00,2026-05-12T19:50:02.708234,2026,5,12,15,296.43,259.0,68.7,224.3,0.36,1249.32,371233.6,4571.16,20.822,153.91,395297.6,163.89,266.4,24064.1,9.98
3340,LRQ-0036,DRV-606,Prime mover + trailer (Euro 5),diesel,KLIA Air-Freight Link,2026-05-12T13:24:00,2026-05-12T14:16:50.460301,2026,5,12,13,43.8,52.8,49.7,70.1,0.35,281.19,83486.2,1028.0,4.686,34.61,87175.3,36.14,78.9,3689.1,1.53
3341,LRQ-0037,DRV-761,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-Penang),2026-05-12T09:49:00,2026-05-12T14:08:15.251387,2026,5,12,9,295.24,259.3,68.3,510.0,0.55,904.8,267725.1,3296.61,15.08,124.87,291525.7,135.97,648.0,23800.6,11.1
3342,LRQ-0038,DRV-377,Electric rigid (BEV),electric,KLIA Air-Freight Link,2026-05-12T12:00:00,2026-05-12T12:52:04.779217,2026,5,12,12,43.8,52.1,50.5,31.6,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,0.0,0.0
3343,LRQ-0039,DRV-403,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-Penang),2026-05-12T20:50:00,2026-05-13T00:58:22.298665,2026,5,12,20,295.24,248.4,71.3,390.6,0.69,1129.74,334696.7,4121.26,18.829,124.89,345322.9,128.85,458.9,10626.2,3.97
3344,LRQ-0039,DRV-403,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-Penang),2026-05-12T15:20:00,2026-05-12T19:40:52.276868,2026,5,12,15,295.24,260.9,67.9,577.4,0.64,1153.95,341128.6,4200.46,19.232,127.29,381843.7,142.48,749.3,40715.1,15.19
3345,LRQ-0040,DRV-590,Rigid 3-axle (B20 biodiesel),biodiesel-b20,East Coast (KL-Kuantan),2026-05-12T11:41:00,2026-05-12T15:48:59.820256,2026,5,12,11,214.01,248.0,51.8,193.1,0.88,1042.74,309783.7,3814.5,17.379,144.49,317884.0,148.27,212.0,8100.3,3.78
3346,LRQ-0040,DRV-590,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-JB),2026-05-12T08:03:00,2026-05-12T12:53:10.732107,2026,5,12,8,296.43,290.2,61.3,574.7,0.51,968.07,286377.5,3526.29,16.135,133.57,367480.8,171.4,803.4,81103.3,37.83
3347,LRQ-0040,DRV-590,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-JB),2026-05-12T14:24:00,2026-05-12T18:27:33.730488,2026,5,12,14,296.43,243.6,73.0,362.8,0.47,840.95,249239.3,3068.99,14.016,116.25,252118.5,117.59,413.3,2879.2,1.34
3348,LRQ-0001,DRV-532,Electric rigid (BEV),electric,Port Klang - KL Distribution,2026-05-13T14:09:00,2026-05-13T15:02:33.927947,2026,5,13,14,36.51,53.6,40.9,447.8,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.2,0.0,0.0
3349,LRQ-0001,DRV-532,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-05-13T05:41:00,2026-05-13T09:53:59.893714,2026,5,13,5,295.24,253.0,70.0,492.9,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.9,0.0,0.0
3350,LRQ-0002,DRV-448,Electric rigid (BEV),electric,Port Klang - KL Distribution,2026-05-13T16:58:00,2026-05-13T18:13:49.201997,2026,5,13,16,36.51,75.8,28.9,1101.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.9,0.0,0.0
3351,LRQ-0002,DRV-448,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-05-13T19:35:00,2026-05-14T00:13:13.597173,2026,5,13,19,296.43,278.2,63.9,550.1,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.7,0.0,0.0
3352,LRQ-0003,DRV-982,Rigid 3-axle (B20 biodiesel),biodiesel-b20,East Coast (KL-Kuantan),2026-05-13T19:06:00,2026-05-14T00:08:07.138881,2026,5,13,19,214.01,302.1,42.5,333.4,0.83,1508.61,448003.4,5516.46,25.144,208.96,591643.9,275.95,436.2,143640.5,67.0
3353,LRQ-0004,DRV-786,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-05-13T13:38:00,2026-05-13T14:35:04.421125,2026,5,13,13,43.8,57.1,46.0,324.1,0.44,164.18,47783.4,588.38,2.736,20.98,49938.1,21.92,364.5,2154.7,0.95
3354,LRQ-0004,DRV-786,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-05-13T14:08:00,2026-05-13T15:04:20.793984,2026,5,13,14,43.8,56.3,46.6,251.0,0.41,163.86,47948.6,590.41,2.731,21.05,50430.4,22.14,284.4,2481.8,1.09
3355,LRQ-0005,DRV-510,Electric rigid (BEV),electric,Port Klang - KL Distribution,2026-05-13T08:20:00,2026-05-13T09:40:28.501923,2026,5,13,8,36.51,80.5,27.2,1267.3,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2486.4,0.0,0.0
3356,LRQ-0005,DRV-510,Electric rigid (BEV),electric,East Coast (KL-Kuantan),2026-05-13T20:20:00,2026-05-14T00:54:04.134695,2026,5,13,20,214.01,274.1,46.9,235.6,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.5,0.0,0.0
3357,LRQ-0006,DRV-324,Prime mover + trailer (Euro 5),diesel,KLIA Air-Freight Link,2026-05-13T05:41:00,2026-05-13T06:38:04.995219,2026,5,13,5,43.8,57.1,46.0,225.6,0.74,347.09,102450.1,1261.51,5.785,42.48,109656.7,45.46,260.3,7206.6,2.99
3358,LRQ-0006,DRV-324,Prime mover + trailer (Euro 5),diesel,North-South Expressway (KL-Penang),2026-05-13T17:39:00,2026-05-13T22:18:08.601864,2026,5,13,17,295.24,279.1,63.5,652.4,0.42,1340.36,396790.6,4885.85,22.339,164.51,460467.6,190.91,844.6,63676.9,26.4
3359,LRQ-0006,DRV-324,Prime mover + trailer (Euro 5),diesel,Port Klang - KL Distribution,2026-05-13T14:48:00,2026-05-13T15:46:06.517139,2026,5,13,14,36.51,58.1,37.7,613.7,0.53,321.15,93338.5,1149.32,5.352,38.7,111575.3,46.26,769.5,18236.9,7.56
3360,LRQ-0007,DRV-798,Rigid 3-axle (B20 biodiesel),biodiesel-b20,Port Klang - KL Distribution,2026-05-13T06:45:00,2026-05-13T07:58:35.591087,2026,5,13,6,36.51,73.6,29.8,1041.6,0.81,342.06,98049.7,1207.33,5.701,45.73,250208.4,116.7,1713.2,152158.8,70.97
3361,LRQ-0007,DRV-798,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-JB),2026-05-13T20:04:00,2026-05-14T00:36:37.554228,2026,5,13,20,296.43,272.6,65.2,523.9,0.34,851.23,251857.3,3101.23,14.187,117.47,277867.2,129.6,652.4,26009.9,12.13
3362,LRQ-0007,DRV-798,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-JB),2026-05-13T09:10:00,2026-05-13T13:32:34.393225,2026,5,13,9,296.43,262.6,67.7,543.3,0.37,841.1,248761.4,3063.11,14.018,116.03,267170.8,124.61,690.9,18409.4,8.59
3363,LRQ-0008,DRV-482,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-05-13T07:22:00,2026-05-13T12:27:35.025819,2026,5,13,7,296.43,305.6,58.2,785.6,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.9,0.0,0.0
3364,LRQ-0008,DRV-482,Electric rigid (BEV),electric,North-South Expressway (KL-Penang),2026-05-13T07:48:00,2026-05-13T12:17:36.486318,2026,5,13,7,295.24,269.6,65.7,646.4,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.0,0.0,0.0
3365,LRQ-0008,DRV-482,Electric rigid (BEV),electric,Port Klang - KL Distribution,2026-05-13T20:03:00,2026-05-13T21:13:18.689175,2026,5,13,20,36.51,70.3,31.2,893.1,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.5,0.0,0.0
3366,LRQ-0009,DRV-775,Rigid 3-axle (Euro 4),diesel,KLIA Air-Freight Link,2026-05-13T17:35:00,2026-05-13T18:48:40.253185,2026,5,13,17,43.8,73.7,35.7,378.7,0.79,477.25,140396.3,1728.76,7.954,52.39,285374.4,106.48,579.0,144978.2,54.1
3367,LRQ-0009,DRV-775,Rigid 3-axle (Euro 4),diesel,Port Klang - KL Distribution,2026-05-13T11:07:00,2026-05-13T12:08:57.777909,2026,5,13,11,36.51,62.0,35.4,854.7,0.61,276.98,78829.8,970.67,4.616,29.41,92294.4,34.44,1050.1,13464.6,5.02
3368,LRQ-0009,DRV-775,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-Penang),2026-05-13T12:41:00,2026-05-13T16:25:03.172303,2026,5,13,12,295.24,224.1,79.1,103.3,0.47,1016.91,302395.6,3723.53,16.949,112.83,302203.8,112.76,112.5,-191.8,-0.07
3369,LRQ-0010,DRV-330,Electric rigid (BEV),electric,East Coast (KL-Kuantan),2026-05-13T05:53:00,2026-05-13T10:00:34.738935,2026,5,13,5,214.01,247.6,51.9,187.7,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.9,0.0,0.0
3370,LRQ-0010,DRV-330,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-05-13T20:14:00,2026-05-14T00:18:02.254236,2026,5,13,20,296.43,244.0,72.9,245.6,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.6,0.0,0.0
3371,LRQ-0010,DRV-330,Electric rigid (BEV),electric,North-South Expressway (KL-JB),2026-05-13T09:08:00,2026-05-13T13:28:35.289325,2026,5,13,9,296.43,260.6,68.3,424.2,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.9,0.0,0.0
3372,LRQ-0011,DRV-690,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-Penang),2026-05-13T15:40:00,2026-05-13T20:05:35.426602,2026,5,13,15,295.24,265.6,66.7,623.0,0.57,768.93,226740.2,2791.95,12.815,99.53,272254.2,119.51,799.6,45514.0,19.98
3373,LRQ-0011,DRV-690,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-05-13T05:18:00,2026-05-13T06:13:42.384836,2026,5,13,5,43.8,55.7,47.2,143.0,0.66,184.9,54530.6,671.46,3.082,23.94,58368.5,25.62,165.0,3837.9,1.68
3374,LRQ-0011,DRV-690,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-05-13T05:44:00,2026-05-13T06:37:49.812704,2026,5,13,5,43.8,53.8,48.8,30.4,0.77,189.7,56371.9,694.13,3.162,24.75,60319.4,26.48,35.1,3947.5,1.73
3375,LRQ-0012,DRV-919,Prime mover + trailer (Euro 3),diesel,East Coast (KL-Kuantan),2026-05-13T07:37:00,2026-05-13T12:27:40.184966,2026,5,13,7,214.01,290.7,44.2,317.6,0.33,2672.07,794155.8,9778.78,44.535,237.06,962214.1,287.23,398.5,168058.3,50.17
3376,LRQ-0012,DRV-919,Prime mover + trailer (Euro 3),diesel,Port Klang - KL Distribution,2026-05-13T11:31:00,2026-05-13T12:28:13.883373,2026,5,13,11,36.51,57.2,38.3,605.1,0.46,463.09,134839.0,1660.33,7.718,40.25,155489.6,46.41,734.9,20650.6,6.16
3377,LRQ-0013,DRV-956,Prime mover + trailer (Euro 3),diesel,North-South Expressway (KL-Penang),2026-05-13T07:23:00,2026-05-13T11:50:59.253386,2026,5,13,7,295.24,268.0,66.1,549.2,0.71,2214.86,656502.6,8083.8,36.914,195.97,722709.4,215.73,686.3,66206.8,19.76
3378,LRQ-0014,DRV-777,Rigid 3-axle (Euro 4),diesel,North-South Expressway (KL-JB),2026-05-13T17:34:00,2026-05-13T22:45:01.277961,2026,5,13,17,296.43,311.0,57.2,740.8,0.45,1259.68,372119.2,4582.07,20.995,138.85,619604.1,231.2,1084.7,247484.9,92.35
3379,LRQ-0014,DRV-777,Rigid 3-axle (Euro 4),diesel,Port Klang - KL Distribution,2026-05-13T14:23:00,2026-05-13T15:26:38.330755,2026,5,13,14,36.51,63.6,34.4,1007.0,0.49,259.79,73240.8,901.85,4.33,27.33,84253.8,31.44,1219.1,11013.1,4.11
3380,LRQ-0014,DRV-777,Rigid 3-axle (Euro 4),diesel,East Coast (KL-Kuantan),2026-05-13T17:12:00,2026-05-13T22:07:04.111170,2026,5,13,17,214.01,295.1,43.5,278.9,0.41,1526.79,453536.6,5584.59,25.446,169.23,569728.8,212.59,356.4,116192.2,43.36
3381,LRQ-0015,DRV-182,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-Penang),2026-05-13T15:57:00,2026-05-13T20:18:14.087001,2026,5,13,15,295.24,261.2,67.8,361.7,0.44,728.47,215688.4,2655.86,12.141,94.68,258978.2,113.69,482.8,43289.8,19.0
3382,LRQ-0015,DRV-182,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-Penang),2026-05-13T17:18:00,2026-05-13T21:53:20.663343,2026,5,13,17,295.24,275.3,64.3,424.5,0.38,722.61,213760.8,2632.13,12.043,93.84,248072.0,108.9,547.0,34311.2,15.06
3383,LRQ-0015,DRV-182,Rigid 2-axle (Euro 5),diesel,KLIA Air-Freight Link,2026-05-13T05:41:00,2026-05-13T06:38:36.432852,2026,5,13,5,43.8,57.6,45.6,257.0,0.61,183.85,53814.5,662.64,3.064,23.62,57621.2,25.29,296.5,3806.7,1.67
3384,LRQ-0016,DRV-344,Rigid 3-axle (B20 biodiesel),biodiesel-b20,East Coast (KL-Kuantan),2026-05-13T17:07:00,2026-05-13T22:00:23.235050,2026,5,13,17,214.01,293.4,43.8,178.0,0.44,1255.63,373328.6,4596.96,20.927,174.13,468968.1,218.74,227.5,95639.5,44.61
3385,LRQ-0016,DRV-344,Rigid 3-axle (B20 biodiesel),biodiesel-b20,Port Klang - KL Distribution,2026-05-13T17:47:00,2026-05-13T19:08:47.798923,2026,5,13,17,36.51,81.8,26.8,1345.8,0.86,394.07,112343.4,1383.33,6.568,52.4,679068.2,316.73,2826.5,566724.8,264.33
3386,LRQ-0016,DRV-344,Rigid 3-axle (B20 biodiesel),biodiesel-b20,North-South Expressway (KL-JB),2026-05-13T11:47:00,2026-05-13T15:40:22.093460,2026,5,13,11,296.43,233.4,76.2,240.6,0.83,944.77,280447.3,3453.27,15.746,130.81,281086.2,131.1,268.5,638.9,0.3
3387,LRQ-0017,DRV-261,Rigid 2-axle (Euro 5),diesel,North-South Expressway (KL-Penang),2026-05-13T11:52:00,2026-05-13T15:44:25.915078,2026,5,13,11,295.24,232.4,76.2,413.6,0.92,799.52,236413.0,2911.06,13.325,103.78,236679.8,103.9,453.2,266.9,0.12
